Gene Name,KO1,WT1,KO3,WT3
Gnl3l,5.259393,0.230009,14.39608,1.087789
Gnptab,15.885034,3.614578,37.881874,6.533601
Gnptg,72.434624,14.986726,61.318264,19.238791
Golim4,3.797362,0.989909,12.261592,1.399707
Golm1,4.909884,0.434591,9.572244,1.146584
Golph3,83.137932,28.186234,123.446342,31.564493
Got1,28.292397,6.893124,33.886169,7.077626
Got2,28.552286,2.406871,48.408585,5.235378
Gpaa1,97.491173,15.345061,104.429619,22.589909
Gpam,18.698183,0.961441,47.256058,5.631308
Gpc3,4.441703,0.092509,3.492948,0.128479
Gpc4,30.281181,1.263337,71.950432,4.944084
Gpd1,34.023697,3.790578,76.290207,11.09795
Gpd1l,7.845397,0.264817,19.266611,1.963987
Gpkow,19.503822,0.908329,32.845661,2.158514
Gpm6b,27.211891,1.075254,78.269821,4.787255
Gpn1,48.736774,16.722523,44.063465,14.517643
Gpr137b,2.599401,0.351724,5.732626,0.7179
Gpr146,6.940658,0.44161,8.513,0.554564
Gpr157,1.935785,0.099479,5.658972,0.276915
Gpr161,0.661623,0.069376,1.493595,0.051946
Gpr17,0.101075,0.091288,0.118004,0.31868
Gpr34,1.293988,0.054545,0.48521,0
Gpr37,12.090052,0.396862,23.806995,1.014636
Gpr55,16.331581,0.721921,31.404999,1.659625
Gprasp1,26.794403,1.218609,61.456551,3.369456
Gprasp2,35.536758,1.102284,72.719666,3.296905
Gprc5b,28.55979,6.144703,77.590546,7.172156
Gpsm1,27.801191,1.343999,50.748894,3.113126
Gpx1,129.901993,8.235627,163.374832,25.632008
Gpx3,24.501564,1.581637,40.601986,5.153898
Gpx7,8.555784,0.369323,7.570865,0.338764
Gpx8,10.700803,0.889179,14.658602,3.34836
Gramd1a,51.271755,8.891243,80.915932,11.646548
Gramd3,14.307817,3.849562,24.454,4.491607
Grb14,18.609453,0.346167,27.675741,3.516103
Grb2,47.044102,4.463944,54.406422,6.084207
Greb1l,1.901766,0.262136,8.978569,0.846289
Grhl3,1.689433,0.106584,2.791145,0.160416
Grhpr,60.48428,3.500857,96.024483,13.050899
Grik3,0.596216,0.032958,1.742476,0.047531
Grin2c,2.607499,0.181416,5.664371,0.054817
Grip2,1.020437,0.073863,0.441052,0
Grk2,57.181671,6.985528,55.933598,7.946519
Grk5,5.351684,1.312958,8.75294,2.51419
Grk6,33.121719,4.272142,44.010838,4.710235
Grm4,1.895016,0.203206,3.038457,0.265221
Grn,65.037712,2.822118,78.527641,8.576031
Grwd1,42.791283,11.291492,46.571877,11.55881
Gspt2,11.558558,0.935532,24.220331,1.905674
Gsr,59.525684,2.069153,74.984032,5.196408
Gsta2,52.517696,3.416929,73.380043,5.842278
Gsta3,61.830158,5.547354,152.548645,22.00942
Gsta4,243.195816,9.102015,299.118042,19.234867
Gstk1,19.076826,2.133984,43.787098,5.805352
Gstm1,928.171326,73.141335,2331.844971,295.344055
Gstm2,698.845886,38.954536,1367.234985,166.202164
Gstm2-ps1,20.207947,1.139471,49.063248,6.48816
Gstm6,231.473907,5.737166,321.925629,12.382346
Gstm7,152.241409,5.374226,232.38295,13.261727
Gsto1,16.756407,2.373777,22.70166,3.774937
Gstp1,103.025436,4.502238,126.767342,13.762341
Gstp-ps,13.611489,0.982769,12.495808,2.478703
Gstt1,9.366192,1.250916,13.561017,1.204426
Gtf2h3,67.015106,15.41669,60.784893,17.693853
Gtpbp3,20.669697,4.097726,24.789053,9.006238
Gtpbp6,42.290115,3.118642,40.65303,4.637248
Gucy1a1,2.876747,0.652754,9.412099,1.978448
Gusb,12.28958,1.129824,17.173021,2.717185
Gxylt2,5.276814,0.936337,3.276304,0.491017
Gyg,15.812972,0.531357,15.134761,0.843526
Gys1,3.831166,0.232773,5.410836,0.828347
Gzmm,5.416239,0.162825,3.844045,0.152746
H19,10.360636,0.503684,12.076752,1.476736
H1f0,58.713837,6.521465,77.574852,13.538644
H1f1,59.636051,0.28895,2.048836,0.19516
H1f2,34.358971,0.906735,42.439472,7.083315
H2-Aa,10.654696,1.305823,4.055847,0.306558
H2ac19,4.387776,0,0,0
H2ax,723.726135,128.480453,535.966858,126.506569
H2az2,214.41098,29.344217,129.161514,27.176455
H2bc4,33.370487,0.668186,51.598522,4.929544
H2-D1,180.167297,5.804482,125.482536,10.804229
H2-K1,581.850281,74.306358,468.876343,105.489319
H2-K2,2.56012,0,0.780254,0
H2-Q2,5.687775,0.145192,5.085636,0
H2-Q4,23.991476,1.31007,14.417027,2.627843
H2-Q5,10.218452,0.976472,6.563149,2.315809
H2-Q6,9.172306,1.359606,8.739441,1.34826
H2-Q7,14.564864,1.07484,11.469934,1.486474
H2-T22,7.06644,0,10.332029,1.386167
H2-T23,12.178544,0.342924,13.737406,1.913939
H4c11,6.169454,0.059642,0.342883,0.19331
H4c2,4.730398,2.318401,0.989579,2.009767
Hadh,97.908241,3.391396,176.842834,19.168356
Has3,1.692535,0.61613,5.926892,1.011734
Hat1,288.262726,32.44735,208.922867,26.249968
Haus2,21.965286,6.260341,24.648766,5.079451
Haus7,66.343994,7.998378,79.308723,8.873852
Haus8,25.944006,6.554943,27.476639,8.428619
Hbb-bs,28.563604,1.864505,9.650894,2.22917
Hbp1,40.02005,6.963509,66.366714,11.531713
Hccs,22.017797,1.39019,23.068615,0.973386
Hcfc1,28.971132,1.28873,76.156982,4.119858
Hcn2,4.51055,0.092297,7.33854,0.442371
Hcn3,3.677094,0.134322,5.985925,0.19324
Hdac2,192.849701,43.632153,162.015396,42.670139
Hdac3,207.296417,67.122002,185.357803,68.776421
Hdac5,43.685612,16.185131,50.419918,16.352194
Hdac6,116.771255,4.885567,184.428497,10.660138
Hdac7,4.814456,1.277515,12.171721,2.470844
Hdc,26.066895,3.666779,40.178032,4.877915
Hddc2,29.805668,2.790667,28.667486,3.911386
Heatr3,39.890888,5.309049,44.438782,7.287552
Heatr5a,10.147638,2.843534,25.115324,6.381454
Heatr5b,23.796694,7.166276,40.635834,12.663107
Hebp1,8.072698,1.267872,13.048189,2.055246
Hebp2,4.153722,0.42705,8.423706,0.378147
Hectd3,25.523544,3.76643,31.132355,7.275386
Heg1,18.977041,2.669441,74.54493,17.079342
Helb,2.997209,0.463413,4.513726,0.854784
Hells,40.306355,12.801372,46.951382,9.776587
Helt,22.322472,0.2365,20.860023,0.386007
Helz,20.137821,5.984578,60.538708,18.456987
Heph,1.682486,0.03946,3.80845,0.257616
Hes1,39.005299,2.480612,32.229702,1.890767
Hes6,15.190515,2.978707,18.173399,4.892658
Hexb,11.159705,0.294905,13.31277,2.848124
Hexdc,16.54788,1.617487,20.47674,3.169795
Hexim1,55.495152,17.158567,73.482521,18.442671
Hfe,11.159258,0.776277,17.07893,1.487737
Hgsnat,45.52087,2.589634,89.095695,8.926735
Hibadh,116.94709,36.612339,116.268318,44.622608
Hibch,24.02705,8.565475,26.80448,7.128762
Hid1,3.369827,0.079148,5.143101,0.392788
Hif1a,30.765963,1.225497,47.74218,3.407265
Hikeshi,32.605778,5.012263,22.137384,3.718316
Hivep2,2.716628,0.105684,6.100091,0.348256
Hivep3,8.328608,0.555112,9.103827,1.446778
Hk2,24.811066,1.229241,55.406174,3.353474
Hlcs,5.118551,1.578079,9.713022,1.657323
Hlf,1.249977,0.061365,3.744008,0.443102
Hltf,10.970835,3.43673,17.836462,3.849381
Hmbs,62.039368,12.26027,73.365227,12.039471
Hmces,81.941711,16.412724,75.465775,11.877807
Hmg20b,71.427711,10.42244,92.080673,19.319805
Hmga1,410.998138,100.656067,388.086975,123.05275
Hmgb1,125.717461,30.619875,110.913475,29.059256
Hmgb1-ps2,47.251205,9.735197,43.264648,8.814865
Hmgb2,502.499329,166.745514,307.868195,128.968521
Hmgb3,84.561195,4.535245,115.680145,5.063308
Hmgcl,42.931221,5.244833,54.309093,7.814968
Hmgcs1,73.909073,21.622766,143.522873,34.900982
Hmgn1,340.276093,28.699585,244.713959,33.551613
Hmgn2,244.605423,58.731098,195.647293,50.102589
Hmgn5,25.823063,1.671633,33.694901,2.911971
Hmox1,65.736694,0.873037,59.58342,4.250643
Hnrnpa1,207.053131,35.703579,217.332443,41.608707
Hnrnpab,463.081482,113.081779,465.727722,136.800522
Hnrnpdl,271.339783,57.781147,231.283188,62.034248
Hnrnph2,21.130623,4.461257,29.50186,5.489298
Hnrnpul2,131.770828,36.984875,159.111374,54.764587
Homer1,27.749365,3.332678,30.456633,4.844604
Homer2,2.070326,0.149058,7.69377,0.222847
Hopx,37.362358,0.795908,41.639511,1.300384
Hormad1,621.387573,188.096619,397.273621,145.395676
Hormad2,156.199326,33.948643,116.764107,28.272984
Hoxc8,0.975767,0,2.238353,0.302651
Hoxd9,10.414778,0.444325,13.904951,2.552885
Hp1bp3,93.843918,14.743406,135.66658,24.096632
Hpca,5.300794,0.187751,9.352273,0.318455
Hpdl,3.989743,0.220603,6.85871,0.772508
Hpgd,19.582031,0.736931,26.73321,3.8452
Hpn,3.829472,0.050825,3.291374,0.207713
Hprt,56.665131,2.481886,50.919979,3.002637
Hps3,8.762657,0.589655,18.435148,1.045469
Hps6,4.753447,1.052316,6.643208,0.879342
Hs1bp3,2.312731,0.132018,4.617987,0.221645
Hs2st1,7.312355,2.462028,10.665725,2.126313
Hs3st1,5.956693,1.063012,11.325932,1.141379
Hs3st3b1,3.399138,0.621278,8.083471,1.129451
Hs6st1,15.172425,0.53456,30.491297,1.999616
Hs6st2,1.898456,0.07207,3.574406,0.356977
Hsd17b10,57.83588,2.327514,81.723557,8.588536
Hsd17b11,40.273624,1.46852,62.563885,7.284394
Hsd17b12,55.149765,5.353358,82.495483,12.172931
Hsd17b7,7.024386,0.843963,18.072943,2.687187
Hsf2,64.766945,23.423956,69.144569,15.752275
Hsp25-ps1,40.156384,7.839857,23.788363,3.931895
Hsp90ab1,1046.905151,189.801071,1123.036133,256.204895
Hspa14,90.423958,27.760136,87.59906,31.352816
Hspa1a,24.215498,0.9647,35.966579,2.585674
Hspa1b,25.160923,0.817091,44.340866,2.215332
Hspa5,1638.46875,422.587555,1163.942993,350.792603
Hspa8,1384.464966,90.920364,1236.239258,151.213074
Hspb1,240.849518,8.408731,272.723206,11.290577
Hspb8,7.748386,0.153441,9.720514,1.222494
Hspd1,196.779495,9.993891,212.943848,19.288385
Hspd1-ps3,10.758177,2.143086,9.723118,1.781955
Hspe1,245.977798,16.490683,190.650177,34.987202
Hspg2,11.989072,1.731227,30.288303,4.830907
Htatsf1,67.819061,3.949968,106.059029,6.298459
Htra1,43.277546,1.107009,64.699455,9.855699
Htra3,27.980364,2.608546,49.982639,7.936086
Huwe1,34.464123,3.915568,113.049362,8.795735
Hyal2,19.238007,2.723003,23.994354,3.852665
Hyi,23.89653,1.400487,28.752918,4.209194
Iah1,56.519573,8.169846,63.928383,15.184923
Iars2,60.759438,13.983546,77.566582,21.70591
Icam1,46.175087,0.53706,25.632595,1.045694
Ice2,20.815847,6.863427,23.16608,8.780638
Icosl,4.598217,0.912764,9.462035,1.131584
Ict1os,0.864637,0.188264,2.01422,0
Id2,30.05485,1.41889,30.676655,3.175115
Id3,29.153538,0.855293,19.10327,1.039051
Idh1,84.463127,22.084967,170.480713,42.970161
Idh2,20.503792,2.046144,34.649555,5.414943
Idh3g,57.618141,6.116539,76.106773,10.178054
Idnk,16.050465,6.40733,21.537935,6.249108
Ids,4.501737,0.330383,10.818885,0.784859
Idua,6.368788,0.99944,9.955846,2.232731
Ier2,304.220734,6.898625,294.132935,14.415651
Ier3,140.619202,2.12909,86.278091,5.280374
Iffo2,5.209761,0.182671,9.377138,0.699501
Ifi207,2.804041,0,1.11166,0
Ifi27,92.196175,14.483745,124.037964,30.803194
Ifi30,49.467297,3.189884,37.430813,2.431613
Ifi35,11.155528,0.432593,12.241673,0.744488
Ifi47,9.648353,0.383333,3.352243,0.150066
Ifih1,2.205667,0.258663,3.717726,0.246304
Ifit1,3.864245,0,0.899469,0.089116
Ifit3,5.353692,0.058087,1.719462,0.300416
Ifitm3,54.97448,0.709429,32.184162,5.441519
Ifnar1,30.992025,6.465622,51.792969,11.906533
Ifnar2,21.417669,0.562186,28.626282,6.771127
Ifngr1,31.503706,5.693338,39.66711,7.027739
Ifngr2,20.733673,3.402554,31.541409,3.140011
Ifrd1,78.676247,17.804045,53.355125,13.4231
Ifrd2,19.500267,6.523231,23.248343,5.183128
Igbp1,16.019091,0.358619,20.229834,2.254404
Igf1,2.368642,0.417084,1.310941,0.403256
Igf1r,11.338915,0.723367,32.413647,2.308987
Igf2bp1,9.010516,0.829618,13.375267,1.023394
Igf2r,12.624969,1.105616,29.255802,2.788926
Igfbp2,135.00914,3.983305,137.874039,18.409388
Igfbp3,39.839386,0.31832,42.709656,0.527099
Igfbp4,17.37414,1.645677,16.908798,4.001001
Igfbp6,142.470337,6.928609,82.17791,13.404646
Igfbp7,240.170334,10.653779,345.745605,65.578888
Ighg2b,8.147237,0,2.247511,0.119673
Igkc,60.286598,2.100816,2.979108,0.197502
Igsf3,4.176847,1.5606,10.516208,1.833233
Igsf8,59.203945,2.886384,84.104065,6.368343
Igsf9b,2.317141,0.782616,8.702857,1.286036
Igtp,8.528554,0.052007,7.229126,0.234397
Iigp1,7.69154,0.129909,6.289329,0.471322
Ikbip,17.137772,1.845531,18.203724,2.669131
Ikbkg,6.954031,0.179873,13.318671,1.148741
Il10ra,2.663711,0.127195,3.472661,0.184262
Il10rb,17.433292,0.631132,31.045259,2.079669
Il13ra1,6.622749,0.064636,6.917788,0.356713
Il15ra,5.637254,0.310043,9.654127,1.191202
Il17f,3.442753,0.058453,1.617395,0.12468
Il17ra,16.326258,0.689537,21.218466,0.570961
Il17rb,4.463106,0.230658,23.894331,3.194875
Il17rc,9.341741,2.164361,12.471062,2.28489
Il17re,11.397265,1.242006,25.832182,1.721925
Il18,14.342665,3.425506,16.269754,2.316109
Il1r1,8.071245,0.421254,24.565928,3.24191
Il4ra,6.165026,0.069914,8.612868,0.306631
Il6ra,1.700348,0.083581,3.386484,0.294383
Il6st,17.306541,1.946758,27.16168,3.603726
Ildr2,2.577152,0.040584,7.502197,0.11694
Ilkap,74.517159,14.655269,63.027134,15.574207
Ilrun,74.098885,19.109568,119.859268,25.911245
Impact,13.371342,0.990284,28.211494,2.850996
Impdh2,244.912598,73.48893,181.687302,60.034794
Impdh2-ps,66.59137,16.778713,54.300156,21.798851
Ina,3.321167,0.131324,3.062367,0.440526
Inf2,6.751323,0.348035,9.18435,1.184447
Inha,440.069153,17.429831,665.403076,39.619846
Inhbb,27.28686,1.607209,68.243233,3.243352
Ino80d,6.711646,2.164607,18.310266,3.255534
Inpp4a,10.155977,5.485349,20.886047,6.322903
Inpp5b,27.740173,7.186459,54.875248,8.762563
Inpp5f,12.625769,0.463839,18.354683,0.867995
Insig1,49.626778,5.365052,76.045593,7.352478
Insr,2.986958,1.088706,10.968799,2.504368
Ints1,84.094398,26.01837,138.397858,46.357433
Ints2,21.04347,7.37042,44.519611,12.148689
Ints3,53.345306,12.854988,87.955704,19.128649
Ints5,18.166054,4.762319,26.667021,7.862247
Ints6l,15.977452,0.375621,25.055288,1.275521
Ints8,52.097385,19.369566,72.4235,16.09746
Ipmk,17.949579,7.880039,28.039215,7.08905
Iqcb1,336.324036,74.085609,222.752701,62.927895
Iqgap3,2.992229,0.402178,5.472175,0.936737
Iqsec2,4.406356,0.531678,11.66878,1.744467
Iqsec3,1.071636,0.105385,2.265703,0.189056
Irak1,14.358539,0.892651,28.439039,3.048292
Irak4,5.216107,2.000291,7.989377,2.849596
Irf1,223.782104,1.249333,137.62677,3.972205
Irf2bp1,37.550224,6.208788,47.69175,10.256392
Irf2bp2,20.598175,2.092231,27.746677,2.601868
Irf2bpl,31.81938,0.656804,55.707024,3.74338
Irf8,15.733403,0.964662,34.937973,5.890688
Irf9,20.278812,1.158749,18.959509,1.712804
Irgm1,46.236229,0.664263,30.391748,2.060243
Irgm2,2.355294,0.024211,3.720067,0.664959
Irgq,11.434511,0.892192,16.419062,1.902155
Irs2,41.262585,1.755441,69.310486,3.349989
Isg15,7.202295,0.139324,1.599634,0
Islr,3.710883,0.385267,4.225836,0.55575
Islr2,3.560309,0.407069,11.110288,1.589187
Isoc1,17.136242,1.351249,30.709066,3.013515
Itga3,3.259871,0.714513,8.033587,1.562652
Itga5,4.586123,0.115223,5.228502,0.55923
Itga6,20.306515,1.001415,51.210144,2.943666
Itga9,3.19343,0.617268,4.909755,1.326626
Itgav,4.973436,0.200418,13.93751,0.866711
Itgax,0.885733,0.084446,3.14485,0.073161
Itgb1,78.020454,4.046371,109.220787,12.373978
Itgb5,52.787891,2.300574,97.352264,7.704009
Itgb8,0.672149,0.010436,1.228053,0.100099
Itih5,2.888466,0.254689,7.527972,1.553684
Itm2a,5.968053,0.432745,5.810156,1.125261
Itm2c,119.098862,23.107552,201.709793,35.31163
Itpka,12.118586,2.073354,18.963057,3.275663
Itpkb,22.869076,6.972246,54.796223,13.376696
Itpr1,12.90571,1.467698,38.930454,3.777194
Itpr2,3.5987,0.719974,11.485825,1.230449
Itpr3,7.559009,1.217651,20.000443,2.171345
Itprid2,21.240885,2.496309,49.113712,6.710588
Itpripl2,0.841002,0.043908,2.471433,0.287016
Ivd,36.028484,15.297269,106.362915,23.967628
Jade1,22.644968,1.888757,60.335392,3.63104
Jade2,7.083292,0.717081,16.431793,1.253447
Jade3,28.320887,1.174157,59.035748,2.947944
Jag2,25.734287,7.431268,34.22913,12.797333
Jak1,71.883835,3.99594,116.856415,9.920786
Jak2,14.45447,0.879869,19.900995,1.67107
Jakmip3,2.16228,1.065136,5.10639,0.367333
Jam2,16.451931,12.336346,36.337811,7.64752
Jam3,99.10199,32.340096,87.116615,27.561312
Jarid2,64.396858,9.230312,91.51339,15.3216
Jdp2,3.261536,0,3.467784,0.258466
Jmy,15.700723,5.495211,29.896151,6.346865
Jph1,2.392965,0.153542,4.291252,0.205802
Jpt2,28.41147,4.101994,33.502522,5.498499
Jtb,78.093491,14.663017,86.73127,14.991979
Jun,293.218781,18.02673,517.329163,52.737846
Junb,572.228821,12.443046,684.829773,49.246376
Jund,612.663513,32.784847,616.917969,49.760967
Kalrn,13.129056,1.865982,33.279198,2.569621
Kank1,15.767325,0.653731,42.30751,2.351688
Kank2,12.193214,1.752706,25.322716,4.273852
Kank4,0.286018,0,0.989738,0
Kantr,1.655735,0.17873,7.251676,0.20037
Kat2b,10.271604,3.944598,25.674477,5.178512
Katnbl1,10.6134,1.436616,14.717245,1.555662
Kazn,13.843781,0.472008,18.409576,1.646748
Kcnd3,6.513541,1.060563,19.394583,2.934609
Kcng2,8.331244,0.42997,14.411087,0.268492
Kcng3,1.391409,0.096039,7.418521,0.375196
Kcnh2,38.992615,2.442557,77.021545,6.835157
Kcnh3,2.90971,0.547849,6.671573,0.319137
Kcnh7,0.794513,0.122969,0.922963,0.09403
Kcnj4,3.04156,0.356169,3.431807,0.216299
Kcnk1,5.729386,0.726195,15.440861,2.767906
Kcnk13,7.237431,0.241518,18.450563,1.034545
Kcnk6,4.117473,0.283144,13.571189,0.568909
Kcnt1,7.497962,0.419126,10.728065,0.734985
Kcp,4.154963,0.250487,2.478008,0.52224
Kctd11,6.967766,0.105197,3.807709,0
Kctd12,11.649922,0.786464,33.986107,2.445464
Kctd14,9.54789,1.0799,24.734819,1.442511
Kctd15,5.366534,0.570671,8.387443,0.830593
Kctd17,16.881445,1.578832,35.165218,6.869357
Kctd20,53.614273,17.57468,66.944611,17.466845
Kctd5,51.708408,14.786183,52.698765,15.891785
Kctd6,12.793183,0.401611,16.959547,2.238236
Kdm1b,11.938107,0.688568,20.287096,1.31139
Kdm3b,59.607681,6.927347,85.952766,11.358631
Kdm4a,25.771973,6.515804,45.642826,9.843208
Kdm4b,43.084187,2.886247,69.78849,6.907637
Kdm4c,13.455361,2.940694,20.56496,4.405225
Kdm5c,11.626539,1.045745,34.045185,2.586303
Kdm5d,2.59471,0.057511,6.72175,0.610601
Kdm6a,5.787159,0.362805,14.291038,0.752562
Kdm6b,30.682545,8.002172,49.079357,9.64251
Kdm7a,17.590754,5.61131,51.191856,9.591857
Kdsr,5.399625,0.646489,8.133003,0.595047
Kif13a,4.469106,0.942862,7.456871,1.784191
Kif1a,3.109061,0.599972,12.769452,1.07617
Kif1c,27.546144,2.37693,55.959789,7.127536
Kif21a,19.959473,1.20984,55.412228,2.780655
Kif26a,7.559954,0.15903,14.697601,0.585965
Kif4,7.686521,0.565686,10.687592,0.333724
Kif5a,7.31517,1.578741,13.8126,2.29583
Kif5b,37.55191,6.620063,74.783539,11.746182
Kif7,5.654301,1.980257,9.33482,2.525495
Kifc1,45.94212,15.232035,43.443218,14.654463
Kit,31.958813,2.252861,83.604317,9.598526
Kitl,15.127007,0.938727,44.055511,2.92422
Klc1,46.971397,7.990932,52.158295,13.402637
Klf11,18.836039,0.731482,28.514938,1.244882
Klf13,5.385344,0.581318,14.2618,1.941197
Klf15,9.954328,0.553824,28.910856,4.579067
Klf16,30.884937,1.50636,50.718742,3.896403
Klf2,94.895973,14.075335,97.03244,12.228499
Klf3,2.782898,0.200468,7.142128,1.420668
Klf6,59.012901,0.775653,60.519814,1.702647
Klf7,2.981586,0.045881,5.328984,0.365024
Klf8,3.801433,0.176794,8.758425,0.19246
Klhdc7a,0.571121,0.05524,3.397965,0.560918
Klhdc8b,20.778265,5.112648,37.064289,7.564877
Klhl11,15.996864,7.134305,63.909668,13.086138
Klhl13,2.708463,0.143736,4.027914,0.2434
Klhl14,3.428752,0.178357,14.150794,1.63954
Klhl15,9.256714,3.050488,16.246241,2.55566
Klhl2,7.564791,1.42525,11.956941,2.158245
Klhl20,23.258347,7.940821,34.507977,12.855074
Klhl22,34.93045,3.229326,46.245377,6.371927
Klhl23,34.411049,1.715477,78.78421,5.370926
Klhl26,6.386752,1.150295,12.099654,2.214642
Klhl29,2.138269,0.303554,5.443189,0.929222
Klhl36,26.755566,0.768662,61.53828,3.491044
Klhl4,1.242602,0.056139,2.592835,0.153361
Klhl42,0.984934,0.1051,4.166049,0.537947
Klhl5,44.633152,3.773671,77.341393,7.136847
Klhl7,113.794754,34.929207,115.881012,38.14616
Kmt2a,6.365092,0.723833,22.633942,1.26139
Kmt2c,17.025257,4.565051,41.903267,5.267568
Kmt5b,34.703831,9.034785,49.898708,13.307261
Kndc1,13.992441,0.989197,22.239616,2.334267
Kpna3,70.632088,16.870195,76.899109,21.564207
Ktn1,23.151564,2.011746,29.85762,2.235118
L3mbtl3,3.827297,0.100388,9.155195,0.583262
L3mbtl4,18.955307,1.228161,45.547901,3.194728
Lacc1,9.670383,2.022568,12.753966,2.940401
Lactb,47.815334,4.452008,50.237484,5.128863
Lactb2,2.877448,0.501769,3.615773,0.386434
Lag3,2.725818,0.049749,1.320933,0.036982
Lage3,13.128805,0.291995,13.924008,1.904464
Lair1,0.831617,0.070444,1.953477,0.123189
Lama1,13.764852,0.478185,30.086704,1.60177
Lama3,0.904781,0.037251,2.471905,0.081832
Lama4,2.607547,0.513243,6.117963,1.011258
Lama5,7.690663,1.650736,16.924969,3.812141
Lamb1,21.284866,0.881776,27.576515,3.689243
Lamb2,63.031555,3.091672,109.736397,7.615699
Lamc1,11.291037,0.686146,23.306992,2.554496
Lamp2,70.071754,6.576818,107.873749,15.994786
Lamtor1,98.471542,25.950415,96.267128,31.854805
Lamtor3,47.209496,8.800989,58.694599,11.869637
Lancl3,1.748247,0,9.523515,0.847701
Laptm4b,152.923599,59.316265,224.373367,62.06588
Laptm5,8.462133,0.180325,4.656199,0.375788
Large2,8.657819,1.68675,11.518017,2.833283
Las1l,31.245485,1.854136,43.356194,3.463845
Lasp1,50.960979,6.407554,100.36396,12.756041
Lbh,5.382593,0.23713,6.293364,0.539497
Lbp,21.461103,0.806021,39.07061,5.758598
Lcat,4.122595,0.440169,6.766003,1.202618
Lclat1,21.008247,4.179821,30.113321,8.120881
Lcor,6.454549,0.420108,24.031618,1.448338
Lcp1,4.530521,0.189667,4.696449,0.394195
Ldb1,64.672737,3.826401,80.634468,6.797546
Ldhb,386.893433,10.902647,527.63739,38.173576
Ldhd,11.88201,1.355481,28.689703,4.773291
Ldlr,15.351474,0.67843,31.131853,2.397943
Ldlrad3,12.618753,0.458683,18.845636,1.324552
Ldlrap1,3.671933,0.339517,7.599256,0.8226
Leprot,42.352203,2.517006,55.016331,7.637434
Lfng,1.948279,0.122865,3.703063,0.178905
Lgals3bp,29.446297,1.511466,58.485966,13.49746
Lgals9,7.842596,0.367663,14.917148,2.604477
Lgalsl,5.350314,0.997324,8.453308,0.939257
Lgi4,4.037457,0,11.437368,1.117062
Lgmn,141.763077,8.439273,191.420761,14.070708
Lgr4,11.771328,1.517549,22.236835,2.632817
Lgsn,0.507804,0.391162,0.783704,0.172388
Lhfp,23.088785,0.606365,36.520435,2.41778
Lhpp,18.232162,1.537539,27.249525,2.941535
Lhx6,1.407728,0.259735,3.210321,0.247075
Lhx8,3.299975,0.282529,4.63333,0.268027
Lifr,11.774992,3.372477,44.974415,7.593935
Lima1,15.818971,1.550091,25.208181,3.457485
Limk1,32.533901,12.656185,44.980347,13.849028
Lin28a,12.138317,0.615642,17.0923,0.799883
Lin7b,26.042147,6.274565,22.158268,3.289787
Lipa,11.045606,0.392982,24.102177,1.974147
Lipt2,10.977747,1.549799,14.402276,2.13255
Litaf,49.68475,1.714457,59.095112,4.335266
Lix1l,24.050596,4.181403,30.721992,7.854718
Llgl1,39.182304,3.645389,74.948822,6.766334
Llgl2,12.883238,0.48138,19.647287,0.971523
Llph,55.443375,18.591738,41.089806,16.610752
Lman1,36.284298,5.422733,49.363323,9.595751
Lmbrd1,32.698524,13.299238,34.521587,9.284357
Lmcd1,4.044916,0.107964,5.729112,0.934857
Lmnb1,71.939438,19.42654,76.224716,28.84264
