Gene Name,KO1,WT1,KO3,WT3
Zdhhc9,16.253616,0.810822,36.432407,1.855541
Zeb2,7.850658,0.185268,21.774544,1.539717
Zfand2b,16.907656,2.280016,16.453573,4.003474
Zfand5,69.300682,13.009551,73.027748,17.669392
Zfas1,45.042126,13.304494,47.213062,16.666946
Zfhx4,0.282771,0.04233,2.055999,0.260108
Zfp1,34.560532,7.968671,35.0425,8.890106
Zfp106,34.879196,10.862219,66.225441,18.299093
Zfp108,0.371899,0.174716,2.845739,0
Zfp146,16.295649,2.59285,35.278759,6.24298
Zfp182,1.898127,0.185971,4.318997,0.220545
Zfp185,7.315594,2.486074,18.041267,4.381575
Zfp213,11.728971,1.317685,19.446857,2.161017
Zfp219,47.709694,11.644515,81.529671,16.044962
Zfp266,7.819402,0.538118,19.673561,1.628036
Zfp275,11.290689,0.349963,33.809093,1.865267
Zfp280b,18.196459,1.454992,34.451839,2.677863
Zfp280c,9.292286,0.530672,22.027113,1.105546
Zfp292,6.795393,0.671595,17.312735,1.350924
Zfp334,4.232828,1.105025,6.765635,1.209075
Zfp358,7.38568,0.576522,9.281724,1.607619
Zfp36,169.802658,5.657739,229.916626,19.572216
Zfp362,15.291232,2.619752,30.368996,3.781322
Zfp36l1,56.172741,7.782057,82.295166,14.674881
Zfp36l2,58.351437,4.174117,99.095108,7.124917
Zfp385b,20.034092,3.048131,37.994118,3.786131
Zfp395,19.42745,0.950249,46.40926,3.67597
Zfp40,1.907271,0.192915,5.49332,0.179671
Zfp449,1.538064,0.177121,5.288057,0.255549
Zfp46,13.251859,2.084041,20.542772,4.170007
Zfp462,4.149327,0.828767,10.250036,0.847968
Zfp467,7.645934,3.077173,9.719612,1.457441
Zfp469,2.18863,0.295427,2.804906,0.387126
Zfp503,2.870288,0.021971,4.777678,0.528989
Zfp516,8.115873,3.520741,23.796156,5.519475
Zfp518b,4.925608,0.897261,11.398269,2.086018
Zfp532,10.392591,0.369954,32.272369,1.357105
Zfp553,11.650412,1.187898,22.770346,2.417342
Zfp566,4.403563,0.325874,6.863728,0.842913
Zfp568,9.723953,1.356489,17.352388,4.332312
Zfp579,17.643187,1.471284,22.667875,2.211864
Zfp580,30.35144,8.871991,25.174299,6.487124
Zfp605,1.463287,0.088957,3.5586,0.183351
Zfp622,69.712212,11.807911,58.95676,11.608152
Zfp623,8.826757,0.663057,10.180501,1.234323
Zfp64,7.031497,0.450299,12.568727,0.855139
Zfp655,24.317602,2.66542,36.35215,4.155941
Zfp68,9.977419,1.523898,15.849837,2.057232
Zfp692,22.701214,4.552231,25.046812,6.764156
Zfp697,2.189304,0.142806,8.345756,0.482472
Zfp7,4.640418,0.349966,5.816935,0.628996
Zfp703,32.684296,0.477189,49.684959,3.603564
Zfp704,2.547278,1.009379,10.756479,1.181898
Zfp710,9.503452,1.034723,17.196228,2.88414
Zfp711,16.713816,4.497725,24.27581,3.747525
Zfp740,47.603691,2.820766,73.716225,5.662265
Zfp777,20.426477,3.012955,27.47999,4.370423
Zfp790,3.461254,0.734299,8.661453,1.208524
Zfp839,16.019054,6.401165,33.277248,8.807858
Zfp871,2.681028,0.560753,9.460561,1.219807
Zfp930,2.75666,0.637102,3.312625,0.384567
Zfp945,3.003744,0.503687,5.837495,0.945151
Zfp946,3.075088,0.350113,7.26127,0.665193
Zfp948,2.767616,0.113517,4.583885,0.398751
Zfp970,2.111787,0,5.470539,0.073951
Zfp975,2.722867,0.456668,7.7761,0.911141
Zfp976,2.34877,0.158154,8.398642,0.538464
Zfp987,1.606275,0.815174,2.599155,0.220442
Zfx,7.825909,0.650827,15.290286,1.674914
Zfyve21,40.80542,3.427933,57.649178,5.098862
Zfyve28,3.620966,0.432434,6.721543,0.708995
Zfyve9,15.026002,2.395926,24.903093,2.896803
Zhx2,2.132458,0.043463,3.731977,0.372037
Zic1,0.808615,0.056545,0.7671,0
Zkscan8,4.133516,0.353546,12.1723,0.86934
Zmat1,9.968617,0.635863,20.473425,1.10672
Zmym3,42.766563,3.958482,94.599167,8.458928
Zmynd8,11.645819,0.763323,27.504723,1.784962
Zp3,2.97489,0.065137,1.958035,0
Zrsr2,23.293505,0.810333,28.407297,1.341301
Zscan26,11.520096,3.722206,30.382318,5.86729
Zswim5,7.797572,2.49331,18.309296,5.231076
Zswim8,169.615387,56.152725,264.911743,93.177528
Zwint,164.000931,45.700916,184.992828,46.337818
Zxdb,4.047163,0.167689,10.501607,0.685136
Zxdc,26.66099,3.014769,40.717228,5.968027
Zyg11a,2.22791,0.315112,13.174199,0.816897
Zyg11b,12.575027,3.654951,23.645851,4.929453
Zyx,122.160461,3.327588,165.946579,10.577821
0610009B22Rik,31.381729,66.743744,28.338017,51.079063
0610009L18Rik,34.745964,413.72467,24.085659,326.725098
0610012G03Rik,33.665649,43.58231,36.511261,53.265396
0610030E20Rik,7.203997,26.620741,21.904413,34.713184
0610040B10Rik,13.631426,44.044491,8.761813,25.413721
0610040F04Rik,0,0.369033,0,0.276636
1110006O24Rik,7.618956,115.787254,8.785134,99.198463
1110017D15Rik,12.929076,170.030365,9.402235,91.590805
1110018N20Rik,0.50859,20.949501,1.184475,19.387531
1110020A21Rik,3.460132,138.821945,2.275372,111.754494
1110032A03Rik,46.681019,237.058548,41.207237,201.539154
1110035H17Rik,2.145967,19.120071,1.602141,13.552216
1110046J04Rik,1.840965,3.797505,2.876983,2.95858
1300017J02Rik,10.119098,48.697487,14.967463,57.047604
1500004A13Rik,3.363248,4.667476,4.62069,3.828227
1500026H17Rik,0.106288,0.641121,0.038521,0.763835
1500035N22Rik,0,2.790838,0,0.842453
1520401A03Rik,4.798869,39.906597,5.196962,30.119249
1600010M07Rik,0.178619,1.431079,0.113118,0.548946
1700001C19Rik,0.564012,97.021507,0.430979,51.108437
1700001F09Rik,0,58.867767,0,23.700184
1700001G01Rik,0.296931,39.693264,0.353331,33.06546
1700001G11Rik,12.387647,199.660049,7.434848,149.812088
1700001G17Rik,1.764801,18.429222,1.758538,19.142645
1700001J03Rik,0.56033,118.137726,0.205057,68.543854
1700001J04Rik,0,4.819103,0,2.894437
1700001J11Rik,1.908547,407.676331,0.994531,431.157684
1700001K19Rik,1.112035,65.589569,2.986536,37.793827
1700001K23Rik,0.253082,16.29781,1.212694,11.07327
1700001L19Rik,2.530388,44.51297,1.81918,19.866385
1700001O22Rik,2.667096,131.469406,2.853357,87.491943
1700001P01Rik,1.06233,51.108452,0.734757,29.670277
1700003C15Rik,0.034713,46.31683,0,39.868687
1700003E16Rik,55.624775,473.88092,43.750961,498.041077
1700003E24Rik,0.111637,57.285805,0.19562,22.936398
1700003F12Rik,1.184928,335.712646,2.294147,182.791779
1700003G18Rik,4.786942,16.685444,6.683125,28.118845
1700003H04Rik,0,196.192047,0,120.258339
1700003I22Rik,4.286627,154.160995,6.947957,115.645226
1700003L19Rik,0,5.373314,0.076277,0.618328
1700003N22Rik,0.302857,74.607384,0.744074,68.960213
1700003O11Rik,0,6.430247,0,1.224917
1700003P14Rik,0,29.260708,0,14.436687
1700006A11Rik,3.331398,235.381226,4.611136,262.751038
1700006F04Rik,0,6.257458,0,3.694254
1700006H21Rik,0.365851,10.692328,1.380723,13.007089
1700006J14Rik,66.473442,336.436554,95.988762,332.929474
1700007E05Rik,0.163314,7.414119,0.091047,4.817353
1700007F19Rik,0.087592,20.744255,0,12.812798
1700007H22Rik,0,45.873158,0,27.923008
1700007K13Rik,8.187641,35.808285,8.509214,28.018162
1700007L15Rik,52.788975,117.585297,34.293606,105.126831
1700007P06Rik,0,17.453808,0,10.018534
1700008C04Rik,0,5.145741,0,3.684241
1700008J07Rik,6.656164,81.275398,8.432137,74.889038
1700008K24Rik,458.886902,1632.120361,317.556763,1341.987305
1700008N11Rik,0,15.448309,0,6.507474
1700008O03Rik,5.211379,97.663109,9.401298,57.909546
1700008P02Rik,0,12.699946,0,4.474454
1700009C05Rik,2.032374,22.210831,14.606905,78.103851
1700009J07Rik,0,23.888483,0,12.693803
1700009N14Rik,0,191.03624,0.07786,91.437607
1700010B08Rik,46.883335,680.127197,36.060165,537.412231
1700010B13Rik,0.309306,38.993435,1.093072,32.866123
1700010D01Rik,0.576099,44.669556,0.375342,18.671164
1700010H22Rik,0.201162,8.008809,0,4.584704
1700010I02Rik,0,5.423542,0,1.558245
1700010I14Rik,92.975037,905.386108,81.75602,788.895935
1700010J16Rik,0,4.659077,0,1.884475
1700010K23Rik,0.370426,174.752838,0.021578,85.340179
1700010N08Rik,3.52303,21.021061,3.956122,15.796411
1700011B04Rik,0.199716,6.873764,0.309192,8.289652
1700011L22Rik,0,85.290192,0,44.317177
1700012A03Rik,0,68.162811,0,44.379696
1700012B07Rik,4.361712,82.75425,3.001265,50.231743
1700012B09Rik,28.046103,319.006897,24.246233,221.342545
1700012C14Rik,4.696659,42.740299,2.347071,45.946838
1700012D16Rik,0,7.741318,0,2.980155
1700012E03Rik,0.1292,5.941489,0.101616,6.641757
1700012I11Rik,0,0.557937,0,0.758997
1700012J15Rik,0,11.671038,0,6.458549
1700012J22Rik,1.498374,22.946646,0.329302,19.431135
1700012P22Rik,0.766669,49.186008,0.264814,36.5583
1700013A02Rik,0.089828,3.749189,0.010847,1.706298
1700013D24Rik,0,67.587662,0,31.839109
1700013F07Rik,0.392952,113.661774,0.600312,63.451603
1700013G24Rik,0,199.070358,0,117.947281
1700013M08Rik,0,11.983112,0,7.43287
1700014D04Rik,1.09823,20.072531,0.567367,16.740585
1700015C15Rik,0.940804,41.475441,0.255541,33.199654
1700015G11Rik,0,65.982048,0,22.7889
1700015H07Rik,0,7.086222,0,3.383336
1700015I17Rik,0,0.956222,0,0.732026
1700016A09Rik,2.029154,122.34288,1.747034,90.490425
1700016C15Rik,0,18.869347,0,11.339888
1700016D06Rik,0.249071,39.503864,0.115219,17.830265
1700016G22Rik,1.484479,56.874332,1.537181,38.31665
1700016H03Rik,0.260489,4.103839,0,5.664493
1700016H13Rik,0.274163,74.76252,0.283009,46.422112
1700016J18Rik,3.962348,61.583248,5.050718,95.826828
1700016K05Rik,1.001268,90.302055,0.3625,55.992229
1700016K19Rik,25.30168,240.482925,19.247683,188.350281
1700016L21Rik,0,4.5533,0,1.877007
1700016P04Rik,0,55.537643,0,12.756952
1700017G19Rik,0,92.188354,0,117.159111
1700017J07Rik,0,19.349951,0,18.730015
1700017L05Rik,0,10.951135,0,9.58707
1700017M07Rik,0,4.544669,0,2.287838
1700017N19Rik,0.612248,60.877613,0.271217,38.529331
1700018A04Rik,0.144824,45.165737,0.107844,48.408504
1700018A14Rik,0,2.000138,0,1.948144
1700018B08Rik,13.886516,184.797134,15.162989,180.493362
1700018B24Rik,177.092178,600.372253,111.576729,461.803253
1700018F24Rik,1.154139,209.103256,0.951749,178.29155
1700018L02Rik,1.009056,200.33696,1.427657,177.428131
1700018P08Rik,0.159544,1.31967,0.112934,1.319464
1700019A02Rik,113.436012,481.366364,75.660233,275.005951
1700019C18Rik,3.512268,49.867172,2.049,36.120674
1700019D03Rik,0.097116,39.857647,0.203938,20.287899
1700019G24Rik,1.439166,160.159302,1.223997,107.630119
1700019M22Rik,0,191.101379,0,85.358658
1700019N19Rik,0,168.91806,0.278047,127.045219
1700020G17Rik,0,17.053761,0,11.060244
1700020L24Rik,0.43453,62.430965,0.320256,45.636974
1700020N15Rik,0,28.467274,0,7.397475
1700020N18Rik,60.349342,229.599426,95.267616,338.461731
1700021F02Rik,0,5.979733,0,6.580256
1700021F07Rik,13.552584,149.053116,8.946761,142.215286
1700021F13Rik,0,91.856323,0.419676,61.53933
1700021J08Rik,1.533775,2.871273,2.224347,4.84879
1700021L23Rik,4.115183,19.274908,3.788515,15.67709
1700021N21Rik,0.794743,15.997421,0.898269,12.101567
1700022A21Rik,0,41.666496,0,27.537502
1700022A22Rik,0,6.542717,0,4.29052
1700022H01Rik,1.741087,101.429672,3.157656,97.223053
1700023B13Rik,0.42113,0.46064,1.197196,0.307963
1700023C21Rik,0,7.412078,0,7.295753
1700023F02Rik,1.324226,59.917488,1.088787,72.560013
1700023G09Rik,0,2.272864,0.096158,1.449057
1700023H06Rik,0.934968,8.849695,1.412654,5.590543
1700024B05Rik,2.540017,23.556114,2.533593,21.279734
1700024G13Rik,0.433041,32.908215,0.162423,19.003504
1700024J04Rik,0.019267,14.0671,0,6.397682
1700025A08Rik,1.14334,72.080048,1.233057,72.609352
1700025B11Rik,0.16209,37.743092,0,16.75643
1700025C18Rik,0,6.294198,0,1.934494
1700025D23Rik,0.119649,6.206027,0,6.199189
1700025F24Rik,6.896831,64.224159,10.748463,51.343433
1700025H01Rik,0,2.128572,0,0.83134
1700025J12Rik,0,7.096785,0,6.347709
1700025K04Rik,0.316143,13.94611,0.296775,14.431848
1700025K24Rik,0,3.732184,0,1.895462
1700025L06Rik,0,17.804352,0,12.520338
1700025M24Rik,0.19556,7.80169,0.357225,6.442206
1700025N23Rik,0.336722,11.961907,0.226838,5.084701
1700026D11Rik,10.912855,216.057892,17.207214,175.364578
1700026F02Rik,0,17.138351,0.928721,15.691138
1700026J12Rik,0.743606,174.612854,1.129497,108.982033
1700026J14Rik,1.504499,13.660505,0.983353,11.953927
1700026N04Rik,5.360353,32.601929,10.82552,74.57753
1700027A15Rik,0,191.24176,0,52.145981
1700027F06Rik,0,25.118147,1.092146,8.873317
1700027F09Rik,0,5.080227,0,3.100679
1700028D13Rik,0,20.613718,0,8.311919
1700028E10Rik,10.074677,30.52774,13.222151,28.96513
1700028I16Rik,4.466235,60.645,4.21417,67.207001
1700028J19Rik,7.794539,959.906921,8.93576,1015.971497
1700028P14Rik,1.435729,137.953262,1.447226,94.057793
1700028P15Rik,2.68965,22.925428,2.653606,11.284242
1700029B22Rik,0,13.420427,0,3.266189
1700029B24Rik,0,3.318515,0,2.073739
1700029E06Rik,0,4.653365,0,3.339391
1700029F12Rik,0,1321.781616,0.082284,1149.925171
1700029H14Rik,0,129.529999,0,85.953972
1700029J03Rik,0,1.128055,0,1.73186
1700029M03Rik,0,14.326386,0,3.860694
1700029M20Rik,152.818268,368.578461,188.212845,508.465057
1700029N11Rik,0,5.26018,0.242959,4.881362
1700030A11Rik,0.391962,10.171925,0.779291,14.38693
1700030C12Rik,5.254058,374.002655,6.829233,274.659668
1700030C14Rik,0.096025,57.035061,0,30.721941
1700030E10Rik,0,2.255783,0,2.102785
1700030F04Rik,0.117105,5.462584,0,4.853146
1700030J22Rik,9.858739,94.323479,20.645718,94.252335
1700030L20Rik,0,6.999473,0,4.055797
1700030L22Rik,0,10.66726,0,4.184579
1700030M09Rik,1.219959,21.800526,2.111642,13.657322
1700030N03Rik,0.116542,12.938934,0.494474,6.628937
1700030O20Rik,2.809752,45.905968,1.337219,34.180138
1700031F10Rik,0,1.20969,0,1.82458
1700031L13Rik,0,34.731499,0,15.568599
1700031M16Rik,0,60.388546,0.074608,28.001961
1700031P21Rik,0,19.553354,0.609229,17.122246
1700034E13Rik,0,65.910957,0,25.56934
1700034G24Rik,0,6.03382,0,2.797172
1700034I23Rik,0.040981,33.769783,0.115021,26.541225
1700034J05Rik,0.759731,84.457443,1.114513,68.470695
1700034K08Rik,0,6.219726,0,4.575497
1700036A12Rik,0,4.128835,0,2.890362
1700036G14Rik,1.246318,29.263117,1.382041,19.139832
1700037C06Rik,0.020463,58.831486,0,46.381325
1700037C18Rik,20.670191,73.692986,15.641311,61.528278
1700037H04Rik,307.644836,671.176392,260.056213,621.126648
1700039I01Rik,0.988305,21.281536,0.48005,13.798138
1700040D17Rik,11.287338,43.187035,10.689738,35.706882
1700040K01Rik,0,9.890345,0,4.826138
1700041B01Rik,3.178408,23.687765,5.825708,27.338478
1700041C23Rik,0,44.697483,0,15.551154
1700041I07Rik,0,2.824106,0,2.534899
1700041M19Rik,0,10.268129,0,8.443514
1700042D02Rik,0,11.382103,0,5.153788
1700042G15Rik,0.721635,102.276398,3.978334,233.411865
1700042O10Rik,0,1.205991,0,0.581716
1700045H11Rik,0,8.937336,0.152588,5.315567
1700046C09Rik,3.719828,67.512978,4.32574,41.531231
1700047F07Rik,0,18.336157,0,13.035563
1700047G03Rik,0,56.455944,0.338082,55.429688
1700047K16Rik,2.226675,5.449024,2.295811,7.948147
1700047M11Rik,2.136162,31.08326,2.346188,27.10063
1700047O18Rik,0.242198,15.190866,0.527309,8.173916
1700048F04Rik,0,7.178382,0,4.774026
1700048O14Rik,0,14.303932,0,4.109335
1700048P04Rik,0,7.906411,0,1.710004
1700049E22Rik,0,6.420784,0,3.199975
1700049L16Rik,1.151129,84.38298,2.040038,54.219814
1700051A21Rik,0,241.034439,0.102962,236.856171
1700051K13Rik,0.213502,38.922554,0.293521,20.049824
1700052H01Rik,0,10.434978,0,6.181623
1700052I22Rik,0,17.564201,0,12.979242
1700052K11Rik,8.38816,30.24975,10.755827,35.040104
1700054A03Rik,0.138586,2.974144,0,2.028176
1700054K19Rik,0,4.50854,0,3.82806
1700054O05Rik,1.713923,13.163281,1.732046,10.479624
1700054O19Rik,0.041621,3.190126,0.126814,2.076066
1700055D18Rik,1.360359,10.603135,2.077028,12.164644
1700056E22Rik,1.622342,29.026491,1.341198,22.621593
1700056N10Rik,0.817574,6.299038,0.311243,3.38781
1700057G04Rik,0.26501,40.451168,0.121481,19.480207
1700057H15Rik,0,6.077888,0,4.094872
1700060C20Rik,0.305329,12.491433,0.651442,9.838564
1700061A03Rik,2.66738,12.106479,2.025583,13.012557
1700061E17Rik,0,5.850914,0.134639,8.774679
1700061F12Rik,0,19.291632,0,9.121557
1700061I17Rik,0,0.996096,0,0.828345
1700061J23Rik,0,4.860269,0,0
1700061N14Rik,0,42.75647,0,21.003717
1700062C10Rik,0,1.969611,0,0.641613
1700063D05Rik,0.101535,9.406192,0,10.26159
1700063H04Rik,12.503997,73.243202,11.448689,32.799049
1700063H06Rik,0,2.636943,0,3.25229
1700063I16Rik,0,50.506481,0,37.888851
1700063J08Rik,2.810576,32.997894,1.697791,17.812414
1700064H15Rik,1.257745,6.561514,1.163675,9.023991
1700064M15Rik,14.867653,83.915657,6.960101,85.928886
1700065I16Rik,0.550006,60.340092,0.644838,62.768234
1700065J18Rik,0,4.220086,0,4.578531
1700065L07Rik,2.461782,87.32444,1.474455,72.791809
1700066B17Rik,0.292852,13.742673,0.411829,8.545021
1700066B19Rik,0.558287,4.826584,1.255855,4.452469
1700066J03Rik,1.64774,15.619886,1.817516,4.472493
1700066M21Rik,14.979809,32.882839,19.876787,31.909935
1700067G17Rik,0.548815,104.523529,0.359675,75.015755
1700067K01Rik,3.553369,40.985939,3.198219,29.396891
1700067P10Rik,0,46.423588,0,33.968502
1700069L16Rik,0,42.996372,0,34.153782
1700071K01Rik,0,2.169785,0,1.900237
1700072B07Rik,0,9.171719,0,1.768321
1700073E17Rik,1.147564,33.134899,1.444726,12.520709
1700080N15Rik,0,8.103456,0,6.352489
1700081H04Rik,0,1.899502,0,0.686591
1700081N11Rik,0.912213,2.626186,2.372899,2.533645
1700083H02Rik,0,5.726649,0,2.967267
1700084D21Rik,0,9.154754,0,2.587844
1700084E18Rik,2.831086,12.161072,4.290858,14.547206
1700084F23Rik,0,21.46479,0.233209,14.179703
1700084J12Rik,0.592707,5.193352,1.892041,4.14755
1700084M14Rik,0,32.516529,0,11.701172
1700086D15Rik,1.881373,7.426448,2.111693,7.304877
1700086L19Rik,5.498241,266.058899,5.58284,145.073166
1700086P04Rik,4.69429,25.200134,4.05353,21.10335
1700092C10Rik,0,9.582891,0,9.309984
1700092C17Rik,0.618524,12.0085,0,3.855039
1700092E19Rik,0,8.913794,0,5.940359
1700092M07Rik,2.64886,65.947906,7.864653,45.950222
1700093K21Rik,0.510712,91.897041,0.702435,47.857784
1700094M24Rik,0,9.447392,0,7.36831
1700095A21Rik,0,24.191246,0.15849,12.511694
1700095B10Rik,0,36.363571,0,19.461388
1700095J03Rik,6.792667,36.929432,8.266062,39.954678
1700095J12Rik,0.237702,13.20073,0.20821,7.993654
1700095K22Rik,0,9.230961,0,5.638965
1700096K18Rik,3.039715,9.392608,4.21251,7.432257
1700097M23Rik,40.522804,488.71344,37.055336,336.486237
1700097N02Rik,40.560368,49.636517,25.892889,60.005257
1700100I10Rik,37.670067,158.070953,26.512358,149.531845
1700100L14Rik,0,15.07282,0,5.988158
1700101I11Rik,0.743086,23.955364,1.831131,14.412334
1700101I19Rik,0,54.875244,0,51.133465
1700101O22Rik,0,20.182043,0,18.268372
1700102F20Rik,0.262482,11.913052,0,8.30063
1700102H20Rik,2.596101,12.529781,1.920399,9.368324
1700102P08Rik,327.394226,458.723785,254.348526,391.85614
1700104B16Rik,14.922568,151.57608,18.721886,126.843544
1700105P06Rik,1.40432,7.307854,5.73792,4.310904
1700108F19Rik,4.075001,21.353472,9.674844,18.680178
1700108J01Rik,1.861128,459.12738,1.35685,352.365723
1700108N06Rik,0,5.831857,0,13.381824
1700108N11Rik,0,228.077072,0,190.651703
1700109G14Rik,0.117861,21.326635,0,12.854856
1700109H08Rik,2.484083,51.827602,6.132248,27.206423
1700110C19Rik,0.409269,8.313636,0.208814,2.751406
1700110I01Rik,0,47.632946,0,66.265038
1700110I07Rik,2.320952,14.840108,0,8.767611
1700112J05Rik,0.176112,14.615371,1.377165,10.809894
1700112K13Rik,0,14.068014,0,10.088387
1700112L15Rik,0,1.390864,0,5.013194
1700112M02Rik,0,2.864688,0,1.998246
1700113B09Rik,0,8.486835,0,3.133934
1700113H08Rik,0.349218,70.77253,0.561456,47.600559
1700116B05Rik,0.634855,37.56081,1.315562,28.781061
1700116H05Rik,0,6.170261,0.353346,3.099899
1700119I11Rik,0,4.451946,0,1.360871
1700120C18Rik,0,5.605052,0,3.548248
1700120E14Rik,0,3.149773,0,3.223949
1700120G07Rik,0,7.0763,0,5.758708
1700120K04Rik,0.00068,0.006985,0,0
1700120O09Rik,0,2.351226,0,1.136735
1700121C08Rik,0.175192,10.718272,0.280402,20.172787
1700121L03Rik,0,9.09497,0,4.731824
1700121N20Rik,0,2.811562,0,1.53298
1700122C19Rik,0,3.575613,0,2.572014
1700122E12Rik,4.931962,31.803465,9.547129,40.602478
1700122O11Rik,0,5.24344,0,2.78346
1700123J17Rik,0.105739,4.630272,0.155042,3.077677
1700123K08Rik,0,13.086544,0,7.923789
1700123L14Rik,0.638329,923.727783,0.609519,803.718445
1700123O12Rik,0.540231,5.751991,0,3.185667
1700124L16Rik,0.978167,9.133657,0.361956,7.384452
1700125G02Rik,0,1.192369,0,1.228231
1700125G22Rik,1.119043,27.956018,2.383007,14.338965
1700125H03Rik,0,6.596276,0,2.249835
1700125H20Rik,26.313147,59.865189,16.964054,32.308826
1700126A01Rik,0,4.754691,0,3.57714
1700128A07Rik,0,4.547761,0,3.39637
1700128E19Rik,0.01565,2.008823,0.17211,1.335467
1700128F08Rik,0.125249,8.502972,0.237411,6.738669
1700129C05Rik,0,200.860703,0,151.491867
1810012K16Rik,0.903452,6.980494,0,6.962602
1810020O05Rik,1.58189,11.487521,2.316282,8.73874
1810041H14Rik,3.129818,13.887252,3.382132,9.306906
1810044D09Rik,55.850212,245.175308,37.99572,148.625168
1810049I09Rik,9.468046,253.157944,9.864149,165.330322
1810049J17Rik,0.253423,0.362457,1.491793,2.11426
1810053B23Rik,0,1.709416,0,2.189005
1810055G02Rik,39.029243,117.2985,50.000408,182.378693
1810058N15Rik,0.112597,9.656453,0.207272,12.060311
1810065E05Rik,0,2.509009,0,2.0778
2010001A14Rik,6.619732,16.880255,6.330988,17.433359
2010106G04Rik,3.112306,14.972847,2.641031,22.116398
2010109A12Rik,1.425981,54.185829,2.061356,33.151516
2200002D01Rik,0.892768,1.658459,0.59033,0.983692
2210408I21Rik,8.120337,17.814329,6.73009,17.871042
2300009A05Rik,33.596069,154.759323,23.089899,129.677704
2310022A10Rik,30.251898,58.277962,36.179966,67.302246
2310044K18Rik,0.081414,2.62446,0.298491,2.777759
2310058D17Rik,7.125881,11.856974,12.989844,21.604759
2310065F04Rik,0,0.54673,0,0.841748
2310074N15Rik,0.594384,18.433636,1.429705,14.989212
2500002B13Rik,0.463061,2.984097,0.833562,2.042102
2610021A01Rik,5.786444,11.273607,10.151807,18.953999
2610028D06Rik,0.129125,2.533756,2.433102,6.116596
2610301B20Rik,61.132267,136.761368,56.611538,110.473175
2610306M01Rik,6.128535,37.548874,7.617997,29.794308
2610318M16Rik,0,70.814659,0,77.056587
2610318N02Rik,4.833343,352.722626,3.274576,227.512283
2610528A11Rik,0.241376,11.901961,0.327234,5.603471
2700049A03Rik,19.774019,67.861229,30.910643,86.713814
2700099C18Rik,16.56023,73.115868,18.960196,48.261318
2810001G20Rik,15.164384,34.464691,12.814415,26.630463
2810025M15Rik,75.969566,364.807343,67.753777,312.257935
2810029C07Rik,8.841995,43.046841,8.489698,34.068859
2810032G03Rik,0.450257,6.509149,1.204591,8.005869
2810402E24Rik,6.085,24.897655,8.538764,20.232954
2810408A11Rik,6.915796,61.276711,6.652479,46.6213
2810408I11Rik,9.109429,145.955704,8.064587,66.191162
2810430I11Rik,0,0,0,0
2900005J15Rik,1.352529,9.516731,2.585928,5.769063
2900045O20Rik,0.253082,5.152347,0.131767,3.288389
2900092C05Rik,0.094523,27.893686,0.387016,11.150846
3110009E18Rik,5.999667,14.334465,3.827657,8.392671
3110070M22Rik,2.914127,141.774017,4.64442,144.162979
3110083C13Rik,6.931169,24.668331,9.209591,22.953226
3830406C13Rik,42.296169,96.393524,35.14941,100.196617
4632411P08Rik,0.763975,3.935052,0.686013,2.708091
4732471J01Rik,2.510746,4.567244,6.854843,3.865754
4833445I07Rik,14.676613,17.881248,20.467167,32.089092
4921504A21Rik,0.304145,13.769083,1.372695,17.553879
4921504E06Rik,0.539914,16.552942,0.610663,8.387518
4921507G05Rik,1.678599,29.231543,1.043573,26.446146
4921507P07Rik,3.235993,47.469616,6.963894,26.902502
4921509A06Rik,0,14.50346,0,6.992055
4921509C19Rik,0.022793,5.162937,0.106553,8.223028
4921511C20Rik,0,5.3198,0,2.160401
4921513H07Rik,3.879829,116.175438,3.952041,77.024025
4921513I03Rik,0.196849,2.935461,0,2.044612
4921513I08Rik,0,2.455328,0,1.647728
4921515E04Rik,0,1.053782,0,1.107288
4921515L22Rik,1.852111,9.314301,4.512138,6.741289
4921517D22Rik,0,2.808962,0,1.359252
4921518K17Rik,0.021203,0.498399,0.04144,0.289342
4921520N01Rik,0.588014,20.145102,0.760293,20.652744
4921521D15Rik,0,4.14127,0,2.440172
4921522P10Rik,0.048016,22.357584,0.199798,20.101339
4921523L03Rik,1.040291,23.190258,1.246741,14.677629
4921524L21Rik,0,82.930222,0,102.227943
4921525O09Rik,8.851867,107.958328,14.31066,124.961571
4921527H02Rik,0.803258,36.003235,0.931998,32.025639
4921528I07Rik,0.043163,13.929134,0.115069,9.791259
4921529L05Rik,0,8.081746,0,3.170922
4921531C22Rik,7.154867,24.659786,7.538487,33.843758
4921531P14Rik,2.435592,14.371794,6.130323,22.831516
4921533I20Rik,0,2.18515,0,1.180252
4921534A09Rik,1.523784,3.506757,0.79805,2.72102
4921534H16Rik,0,12.393439,0,9.751787
4921536K21Rik,10.356897,79.367462,16.305691,102.958138
4921539E11Rik,0.370474,28.909693,0.333046,16.260794
4921539H07Rik,0,21.010773,0,28.457888
4930401A07Rik,0.889126,8.512713,1.497412,8.234179
4930401O12Rik,0,2.963019,0,1.118377
4930402D18Rik,0,0.72941,0,0.573651
4930402F11Rik,0.326846,16.777063,0.686039,18.630838
4930402K13Rik,0,2.823893,0,1.879928
4930403D09Rik,6.759678,363.333862,8.072035,291.088501
4930404A05Rik,0,10.595016,0,9.974576
4930404K13Rik,0.079815,5.899355,0,5.626932
4930404N11Rik,1.8511,19.604778,1.520248,15.65138
4930405A10Rik,0,5.554492,0.064145,5.041816
